3.276000000000000023e-01,1.481999999999999984e-01,3.900000000000000133e-01,6.864000000000000101e-01,3.679999999999999938e-01,5.280000000000000249e-01,4.000000000000000222e-01,8.000000000000000167e-03,4.099999999999999478e-02,6.969999999999999529e-01,4.099999999999999756e-01,6.969999999999999529e-01
5.303999999999999826e-01,0.000000000000000000e+00,3.939393939393939781e-01,4.602000000000000535e-01,0.000000000000000000e+00,4.160000000000000364e-01,4.040404040404040886e-01,2.240000000000000047e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.141414141414141437e-01,7.461999999999998634e-01
4.212000000000000188e-01,4.212000000000000188e-01,3.979591836734693855e-01,1.950000000000000067e-01,4.160000000000000364e-01,4.160000000000000364e-01,4.081632653061224580e-01,4.160000000000000364e-01,4.181999999999999607e-01,4.181999999999999607e-01,4.183673469387754751e-01,6.887999999999998568e-01
4.212000000000000188e-01,4.212000000000000188e-01,4.020618556701031077e-01,7.332000000000000739e-01,4.239999999999999880e-01,4.239999999999999880e-01,4.123711340206185905e-01,1.199999999999999956e-01,4.263999999999999457e-01,0.000000000000000000e+00,4.181540030596634372e-01,3.935999999999999499e-01
4.212000000000000188e-01,4.290000000000000480e-01,4.062500000000000555e-01,7.799999999999999989e-02,4.319999999999999951e-01,0.000000000000000000e+00,4.166666666666666852e-01,2.400000000000000050e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.224626481195260519e-01,2.541999999999999815e-01
4.290000000000000480e-01,4.290000000000000480e-01,4.105263157894737391e-01,4.524000000000000243e-01,4.319999999999999951e-01,0.000000000000000000e+00,4.210526315789474006e-01,5.760000000000000675e-01,4.345999999999999308e-01,0.000000000000000000e+00,4.213338814099270024e-01,3.689999999999999392e-01
0.000000000000000000e+00,4.290000000000000480e-01,4.148936170212766394e-01,1.559999999999999998e-01,4.239999999999999880e-01,4.319999999999999951e-01,4.255319148936170803e-01,6.239999999999999991e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.257086491537742656e-01,4.919999999999999374e-01
4.368000000000000216e-01,4.368000000000000216e-01,4.193548387096774355e-01,3.978000000000000425e-01,4.239999999999999880e-01,0.000000000000000000e+00,4.301075268817204922e-01,4.319999999999999951e-01,4.263999999999999457e-01,0.000000000000000000e+00,4.301752177106284991e-01,7.379999999999998783e-01
0.000000000000000000e+00,0.000000000000000000e+00,4.239130434782609202e-01,5.615999999999999881e-01,0.000000000000000000e+00,4.400000000000000022e-01,4.347826086956522174e-01,7.359999999999999876e-01,4.263999999999999457e-01,4.263999999999999457e-01,4.347365072632806693e-01,1.229999999999999843e-01
4.290000000000000480e-01,4.212000000000000188e-01,4.285714285714286031e-01,7.410000000000001030e-01,4.239999999999999880e-01,0.000000000000000000e+00,4.344284550638067288e-01,4.799999999999999822e-01,4.263999999999999457e-01,4.263999999999999457e-01,4.393955631765084080e-01,6.559999999999999165e-01
4.290000000000000480e-01,4.290000000000000480e-01,4.333333333333334036e-01,2.496000000000000163e-01,4.400000000000000022e-01,4.239999999999999880e-01,4.391984628053802187e-01,5.360000000000000320e-01,4.263999999999999457e-01,4.263999999999999457e-01,4.389251686114977180e-01,9.839999999999998748e-02
4.290000000000000480e-01,4.290000000000000480e-01,4.382022471910113071e-01,1.170000000000000068e-01,4.239999999999999880e-01,4.239999999999999880e-01,4.376607035395810308e-01,2.080000000000000182e-01,4.263999999999999457e-01,4.263999999999999457e-01,4.384557801304673208e-01,5.657999999999999696e-01
4.290000000000000480e-01,4.290000000000000480e-01,4.366323331840574196e-01,4.056000000000000161e-01,4.400000000000000022e-01,0.000000000000000000e+00,4.371823596917864818e-01,5.200000000000000178e-01,4.263999999999999457e-01,4.263999999999999457e-01,4.359383306751727916e-01,6.641999999999999016e-01
